MGE_Type	Element_Type	CrossedLineage	CrossedName
IS	ISSsp5	Order	Pseudomonadales
IS	ISSsu10	Phylum	Firmicutes
IS	ISSsu11	Phylum	Firmicutes
IS	ISSsu12	Phylum	Firmicutes
IS	ISSsu13	Phylum	Firmicutes
IS	ISSsu2	Phylum	Firmicutes
IS	ISSsu3	Phylum	Proteobacteria;Firmicutes
IS	ISSsu4	Phylum	Proteobacteria;Firmicutes
IS	ISSsu5	Phylum	Firmicutes
IS	ISSsu6	Phylum	Proteobacteria;Firmicutes
IS	ISSsu7	Phylum	Proteobacteria;Firmicutes
IS	ISSsu8	Phylum	Firmicutes
IS	ISSsu9	Phylum	Firmicutes
IS	ISStan1	Phylum	Proteobacteria;Firmicutes
IS	ISStes1	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISSth1b	Phylum	Firmicutes
IS	ISSth2	Phylum	Firmicutes;Proteobacteria
IS	ISSth7	Phylum	Firmicutes
IS	ISSth8	Phylum	Firmicutes
IS	ISStin1	Phylum	Firmicutes
IS	ISStin10	Phylum	Firmicutes
IS	ISStin2	Phylum	Firmicutes
IS	ISStin3	Phylum	Firmicutes
IS	ISStin6	Phylum	Firmicutes
IS	ISStin7	Phylum	Firmicutes
IS	ISStin9	Phylum	Firmicutes
IS	ISStma1	Order	Moraxellales;Xanthomonadales
IS	ISStma10	Order	Xanthomonadales
IS	ISStma11	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISStma12	Order	Enterobacterales;Xanthomonadales
IS	ISStma13	Order	Xanthomonadales
IS	ISStma14	Order	Xanthomonadales
IS	ISStma16	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISStma19	Order	Moraxellales;Aeromonadales;Enterobacterales;Legionellales;Pseudomonadales;Xanthomonadales
IS	ISStma2	Order	Enterobacterales;Xanthomonadales
IS	ISStma20	Order	Enterobacterales;Pseudomonadales;Xanthomonadales
IS	ISStma3	Order	Xanthomonadales
IS	ISStma4	Order	Xanthomonadales
IS	ISStma5	Order	Moraxellales;Enterobacterales;Pseudomonadales;Xanthomonadales
IS	ISStma6	Order	Moraxellales;Enterobacterales;Xanthomonadales
IS	ISStma7	Order	Enterobacterales;Xanthomonadales
IS	ISStma9	Class	Betaproteobacteria;Gammaproteobacteria
IS	ISStrs1	Phylum	Firmicutes
IS	ISStrsp1	Phylum	Bacillota;Proteobacteria;Firmicutes
IS	ISStso2	Phylum	Firmicutes
IS	ISSty2	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
IS	ISTcSa	Phylum	Firmicutes
IS	ISTco1	Genus	Shigella
IS	ISTeha2	Phylum	Firmicutes
IS	ISTesp2	Phylum	Actinobacteria
IS	ISTesp3	Phylum	Proteobacteria;Actinobacteria
IS	ISTfo1	Phylum	Bacteroidetes;Bacteroidota
IS	ISThi1	Order	Enterobacterales;Pseudomonadales
IS	ISThsp9	Genus	Citrobacter
IS	ISThy1	Order	Enterobacterales;Pseudomonadales
IS	ISTth3	Phylum	Firmicutes
IS	ISTth4	Genus	Klebsiella
IS	ISUnCu1	Order	Enterobacterales;Pseudomonadales
IS	ISUnCu16	Order	Aeromonadales;Enterobacterales
IS	ISUnCu17	Order	Aeromonadales
IS	ISUnCu3	Order	Enterobacterales;Pseudomonadales
IS	ISUnCu4	Order	Enterobacterales;Pseudomonadales
IS	ISV-M52	Order	Vibrionales
IS	ISVa11	Order	Enterobacterales;Vibrionales
IS	ISVa12	Order	Vibrionales
IS	ISVa15	Order	Enterobacterales;Vibrionales
IS	ISVa16	Order	Vibrionales
IS	ISVa18	Order	Vibrionales
IS	ISVa19	Order	Vibrionales
IS	ISVa2	Order	Vibrionales
IS	ISVa20	Order	Vibrionales
IS	ISVa6	Order	Vibrionales
IS	ISVa7	Order	Vibrionales
IS	ISVa8	Order	Vibrionales
IS	ISVal1	Order	Enterobacterales;Vibrionales
IS	ISVal2	Order	Vibrionales
IS	ISVal3	Order	Vibrionales
IS	ISVasp2	Order	Pseudomonadales
IS	ISVat1	Phylum	Bacteroidetes;Firmicutes
IS	ISVat2	Phylum	Firmicutes;Bacillota
IS	ISVba2	Order	Vibrionales
IS	ISVbsp3	Order	Vibrionales
IS	ISVbsp4	Order	Vibrionales
IS	ISVch1	Order	Enterobacterales;Vibrionales
IS	ISVch11	Order	Vibrionales
IS	ISVch12	Order	Enterobacterales;Vibrionales
IS	ISVch3	Order	Vibrionales
IS	ISVch4	Phylum	Proteobacteria;Firmicutes
IS	ISVch5	Order	Vibrionales
IS	ISVch6	Order	Vibrionales
IS	ISVch7	Order	Vibrionales
IS	ISVch8	Order	Vibrionales
IS	ISVch9	Order	Enterobacterales;Vibrionales
IS	ISVesp1	Phylum	Firmicutes;Bacillota
IS	ISVfl1	Order	Vibrionales
IS	ISVha1	Order	Vibrionales
IS	ISVha2	Order	Vibrionales
IS	ISVha3	Order	Enterobacterales;Vibrionales
IS	ISVisp7	Order	Vibrionales
IS	ISVlu1	Phylum	Firmicutes
IS	ISVme1	Order	Vibrionales
IS	ISVpa1	Order	Vibrionales
IS	ISVpa2	Order	Vibrionales
IS	ISVpa3	Order	Vibrionales
IS	ISVpa4	Order	Enterobacterales;Vibrionales
IS	ISVpa6	Order	Vibrionales
IS	ISVra1	Genus	Escherichia
IS	ISVsa3	Phylum	Proteobacteria;Firmicutes;Bacteroidetes
IS	ISVsa5	Phylum	Proteobacteria;Firmicutes;Bacteroidetes
IS	ISVvu1	Order	Vibrionales
IS	ISVvu2	Order	Vibrionales
IS	ISVvu3	Order	Vibrionales
IS	ISVvu4	Order	Vibrionales
IS	ISVvu5	Order	Vibrionales
IS	ISVvu6	Order	Vibrionales
IS	ISWpi1	Genus	Escherichia
IS	ISXac1	Phylum	Firmicutes;Proteobacteria
IS	ISXac3	Genus	Klebsiella
IS	ISXax1	Species	Salmonella_enterica
IS	ISXc8	Order	Pseudomonadales;Xanthomonadales
IS	ISXca1	Order	Pseudomonadales
IS	ISXfu1	Order	Moraxellales
IS	ISXfu2	Species	Salmonella_enterica
IS	ISXo1	Phylum	Proteobacteria;Firmicutes
IS	ISXo14	Order	Moraxellales
IS	ISXo15	Phylum	Proteobacteria;Firmicutes
IS	ISXo2	Phylum	Firmicutes
IS	ISXo3	Phylum	Proteobacteria;Firmicutes
IS	ISXo5	Phylum	Firmicutes;Proteobacteria
IS	ISXo7	Phylum	Firmicutes
IS	ISXoo13	Phylum	Proteobacteria;Firmicutes
IS	ISXoo5	Order	Moraxellales
IS	ISXoo7	Order	Xanthomonadales
IS	ISYal1	Family	Yersiniaceae
IS	ISYen2A	Family	Yersiniaceae
IS	ISYen2B	Family	Yersiniaceae
IS	ISYen3	Family	Enterobacteriaceae;Yersiniaceae
IS	ISYen4	Family	Yersiniaceae
IS	ISYkr1	Family	Yersiniaceae
IS	ISYpe1	Family	Yersiniaceae
IS	ISYps1	Family	Yersiniaceae
IS	ISYps2	Family	Enterobacteriaceae;Yersiniaceae
IS	ISYps3	Family	Yersiniaceae
IS	ISYps7	Family	Yersiniaceae
IS	ISYps8	Family	Enterobacteriaceae;Yersiniaceae
IS	ISYru1	Species	Salmonella_enterica
IS	TnAs1	Order	Aeromonadales;Pseudomonadales
IS	TnAs2	Genus	Enterobacter;Escherichia;Salmonella
IS	TnBth1	Phylum	Firmicutes
IS	TnEc1	Genus	Escherichia;Klebsiella;Salmonella;Shigella
IS	TnShfr1	Family	Enterobacteriaceae;Yersiniaceae
IS	tISCpe8	Phylum	Proteobacteria;Firmicutes
integron	In1000	Order	Aeromonadales;Enterobacterales;Pseudomonadales
integron	In1001	Genus	Escherichia
integron	In1003	Genus	Escherichia;Klebsiella;Salmonella;Shigella
integron	In1004	Family	Enterobacteriaceae;Morganellaceae;Yersiniaceae
integron	In1008	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In1013	Species	Salmonella_enterica
integron	In1017	Order	Enterobacterales;Pseudomonadales
integron	In1018	Order	Enterobacterales;Pseudomonadales
integron	In1021	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
integron	In1025	Order	Pseudomonadales
integron	In1027	Order	Enterobacterales;Pseudomonadales
integron	In1028	Order	Enterobacterales;Pseudomonadales
integron	In1030	Genus	Klebsiella
integron	In1032	Family	Enterobacteriaceae;Morganellaceae
integron	In1033	Order	Pseudomonadales
integron	In1036	Genus	Klebsiella
integron	In1039	Genus	Escherichia;Klebsiella
integron	In1040	Genus	Klebsiella
integron	In1043	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In1055	Order	Moraxellales
integron	In1072	Order	Pseudomonadales
integron	In1079	Order	Pseudomonadales
integron	In1080	Genus	Klebsiella;Salmonella
integron	In1101	Genus	Enterobacter
integron	In1103	Genus	Escherichia;Klebsiella;Salmonella
integron	In1111	Genus	Escherichia
integron	In1112	Order	Aeromonadales;Enterobacterales;Pseudomonadales
integron	In1114	Order	Enterobacterales;Pseudomonadales
integron	In1133	Order	Enterobacterales;Pseudomonadales;Vibrionales
integron	In1134	Order	Aeromonadales
integron	In1137	Genus	Citrobacter;Escherichia;Salmonella;Shigella
integron	In1138	Order	Enterobacterales;Pseudomonadales
integron	In1141	Genus	Klebsiella
integron	In1142	Genus	Klebsiella
integron	In1162	Family	Enterobacteriaceae;Morganellaceae
integron	In119	Order	Enterobacterales;Pseudomonadales;Vibrionales
integron	In1207	Order	Moraxellales;Enterobacterales
integron	In1213	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
integron	In1220	Order	Pseudomonadales
integron	In1227	Order	Enterobacterales;Pseudomonadales
integron	In1229	Genus	Klebsiella
integron	In1237	Order	Pseudomonadales
integron	In1249	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
integron	In1250	Family	Morganellaceae;Enterobacteriaceae
integron	In127	Genus	Enterobacter;Escherichia;Klebsiella;Salmonella
integron	In1295	Genus	Klebsiella
integron	In130	Genus	Klebsiella
integron	In1320	Genus	Citrobacter
integron	In1368	Phylum	Proteobacteria;Actinobacteria
integron	In137	Order	Enterobacterales;Pseudomonadales
integron	In1378	Order	Pseudomonadales
integron	In139	Order	Enterobacterales;Pseudomonadales
integron	In14	Order	Pseudomonadales
integron	In141	Order	Enterobacterales;Pseudomonadales
integron	In143	Order	Pseudomonadales
integron	In1437	Order	Pseudomonadales
integron	In1439	Genus	Enterobacter
integron	In144	Family	Morganellaceae;Enterobacteriaceae
integron	In1440	Genus	Klebsiella
integron	In1467	Genus	Enterobacter
integron	In1469	Genus	Klebsiella
integron	In149	Phylum	Actinobacteria
integron	In152	Order	Moraxellales;Enterobacterales;Pseudomonadales;Vibrionales
integron	In153	Genus	Escherichia;Klebsiella
integron	In156	Genus	Escherichia
integron	In159	Class	Gammaproteobacteria;Betaproteobacteria
integron	In161	Order	Enterobacterales;Pseudomonadales
integron	In164	Order	Enterobacterales;Pasteurellales;Pseudomonadales
integron	In167	Order	Moraxellales;Pseudomonadales;Enterobacterales;Vibrionales
integron	In168	Family	Enterobacteriaceae;Morganellaceae
integron	In172	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In175	Order	Pseudomonadales
integron	In180	Order	Enterobacterales;Pseudomonadales
integron	In184	Genus	Escherichia;Klebsiella
integron	In189	Class	Gammaproteobacteria;Betaproteobacteria
integron	In192	Order	Vibrionales
integron	In2-10	Order	Moraxellales;Enterobacterales;Vibrionales
integron	In2-17	Family	Morganellaceae
integron	In2-19	Family	Enterobacteriaceae;Morganellaceae
integron	In2-2	Order	Enterobacterales;Vibrionales
integron	In2-30	Class	Gammaproteobacteria;Betaproteobacteria
integron	In2-33	Order	Moraxellales;Enterobacterales
integron	In2-35	Genus	Escherichia;Salmonella
integron	In2-45	Family	Enterobacteriaceae;Morganellaceae;Yersiniaceae
integron	In2-47	Genus	Escherichia;Klebsiella
integron	In2-48	Family	Enterobacteriaceae;Morganellaceae;Yersiniaceae
integron	In2-49	Genus	Escherichia;Shigella
integron	In2-52	Family	Enterobacteriaceae;Morganellaceae
integron	In2-6	Genus	Klebsiella
integron	In206	Order	Enterobacterales;Pseudomonadales
integron	In208	Genus	Citrobacter;Escherichia;Klebsiella;Salmonella;Shigella
integron	In209	Order	Pseudomonadales
integron	In214	Genus	Escherichia;Salmonella
integron	In218	Order	Pseudomonadales
integron	In219	Order	Pseudomonadales
integron	In221	Family	Enterobacteriaceae;Yersiniaceae
integron	In231	Order	Pseudomonadales
integron	In232	Order	Pseudomonadales
integron	In233	Order	Pseudomonadales
integron	In237	Order	Enterobacterales;Pseudomonadales
integron	In238	Order	Enterobacterales;Pseudomonadales
integron	In240	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales
integron	In248	Order	Pseudomonadales
integron	In249	Order	Enterobacterales;Pseudomonadales
integron	In258	Order	Pseudomonadales
integron	In259	Order	Enterobacterales;Pseudomonadales
integron	In260	Order	Enterobacterales;Pseudomonadales
integron	In262	Order	Enterobacterales;Pseudomonadales
integron	In274	Order	Pseudomonadales
integron	In276	Species	Salmonella_enterica
integron	In277	Family	Morganellaceae;Enterobacteriaceae
integron	In282	Phylum	Proteobacteria;Actinobacteria;Firmicutes
integron	In286	Order	Pseudomonadales
integron	In29	Order	Aeromonadales;Pseudomonadales
integron	In290	Order	Moraxellales;Enterobacterales;Pasteurellales;Pseudomonadales
integron	In291	Genus	Escherichia
integron	In292	Genus	Citrobacter
integron	In293	Phylum	Proteobacteria;Actinobacteria
integron	In298	Order	Enterobacterales;Pseudomonadales
integron	In299	Genus	Klebsiella
integron	In3-2	Genus	Enterobacter;Escherichia
integron	In300	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In301	Order	Enterobacterales;Pseudomonadales
integron	In302	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In304	Order	Moraxellales;Enterobacterales
integron	In305	Order	Moraxellales;Enterobacterales
integron	In307	Order	Pseudomonadales;Enterobacterales;Xanthomonadales
integron	In308	Order	Enterobacterales;Pseudomonadales
integron	In310	Order	Moraxellales;Enterobacterales;Pseudomonadales;Vibrionales
integron	In313	Order	Moraxellales;Enterobacterales
integron	In316	Genus	Klebsiella
integron	In318	Family	Morganellaceae
integron	In320	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In325	Order	Enterobacterales;Pseudomonadales
integron	In337	Order	Enterobacterales;Pseudomonadales
integron	In338	Order	Pseudomonadales
integron	In339	Order	Enterobacterales;Pseudomonadales
integron	In341	Order	Pseudomonadales
integron	In342	Order	Pseudomonadales
integron	In345	Genus	Klebsiella
integron	In351	Order	Enterobacterales;Pseudomonadales
integron	In354	Order	Moraxellales;Aeromonadales;Enterobacterales
integron	In355	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In360	Order	Enterobacterales;Pseudomonadales;Vibrionales
integron	In362	Genus	Escherichia
integron	In363	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In366	Order	Moraxellales;Enterobacterales;Vibrionales
integron	In370	Genus	Enterobacter;Escherichia;Klebsiella;Shigella
integron	In371	Order	Enterobacterales;Pseudomonadales
integron	In377	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
integron	In384	Order	Aeromonadales;Enterobacterales;Vibrionales
integron	In398	Order	Enterobacterales;Pseudomonadales
integron	In399	Order	Moraxellales
integron	In404	Genus	Escherichia
integron	In410	Genus	Enterobacter
integron	In415	Genus	Escherichia;Salmonella
integron	In420	Genus	Enterobacter;Escherichia;Salmonella;Shigella
integron	In424	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In437	Order	Pseudomonadales;Xanthomonadales
integron	In439	Order	Moraxellales
integron	In449	Order	Enterobacterales;Pseudomonadales
integron	In45	Phylum	Proteobacteria;Actinobacteria
integron	In456	Genus	Enterobacter;Escherichia;Klebsiella;Salmonella
integron	In458	Order	Pseudomonadales
integron	In46	Order	Enterobacterales;Pseudomonadales
integron	In460	Genus	Escherichia;Klebsiella
integron	In462	Family	Enterobacteriaceae;Morganellaceae
integron	In463	Order	Moraxellales
integron	In467	Order	Moraxellales;Enterobacterales
integron	In473	Order	Moraxellales
integron	In474	Order	Moraxellales;Pseudomonadales
integron	In476	Genus	Enterobacter;Klebsiella
integron	In479	Order	Pseudomonadales
integron	In484	Order	Pseudomonadales
integron	In4863	Genus	Klebsiella
integron	In4873	Genus	Enterobacter;Klebsiella
integron	In49	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales
integron	In490	Order	Pseudomonadales
integron	In495	Order	Pseudomonadales
integron	In498	Phylum	Proteobacteria;Actinobacteria;Firmicutes
integron	In499	Genus	Escherichia
integron	In500	Genus	Escherichia
integron	In502	Genus	Klebsiella;Salmonella;Shigella
integron	In504	Order	Aeromonadales;Enterobacterales
integron	In505	Family	Morganellaceae;Enterobacteriaceae
integron	In510	Genus	Escherichia;Klebsiella
integron	In511	Genus	Escherichia;Klebsiella;Salmonella
integron	In516	Order	Enterobacterales;Vibrionales
integron	In519	Genus	Klebsiella
integron	In525	Family	Enterobacteriaceae;Morganellaceae
integron	In526	Genus	Citrobacter;Enterobacter;Klebsiella
integron	In532	Family	Enterobacteriaceae;Morganellaceae
integron	In534	Genus	Escherichia;Klebsiella;Salmonella
integron	In54	Order	Moraxellales;Enterobacterales;Vibrionales
integron	In543	Order	Pseudomonadales
integron	In546	Order	Enterobacterales;Vibrionales
integron	In550	Genus	Escherichia
integron	In553	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
integron	In555	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
integron	In556	Order	Enterobacterales;Pseudomonadales;Vibrionales
integron	In559	Order	Pseudomonadales
integron	In569	Species	Salmonella_enterica
integron	In571	Order	Enterobacterales;Pseudomonadales
integron	In573	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
integron	In574	Order	Enterobacterales;Pseudomonadales
integron	In576	Order	Pseudomonadales
integron	In578	Genus	Enterobacter;Klebsiella
integron	In585	Genus	Enterobacter
integron	In591	Genus	Klebsiella
integron	In593	Order	Moraxellales
integron	In594	Genus	Enterobacter;Klebsiella
integron	In597	Genus	Klebsiella
integron	In600	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales
integron	In601	Genus	Escherichia;Salmonella
integron	In603	Order	Aeromonadales
integron	In605	Order	Pseudomonadales
integron	In609	Genus	Escherichia;Klebsiella
integron	In61	Order	Pseudomonadales
integron	In610	Class	Betaproteobacteria;Gammaproteobacteria
integron	In611	Genus	Enterobacter;Klebsiella
integron	In617	Order	Moraxellales
integron	In618	Order	Moraxellales
integron	In619	Order	Pseudomonadales
integron	In62	Genus	Klebsiella;Salmonella
integron	In623	Genus	Klebsiella
integron	In624	Genus	Escherichia;Klebsiella
integron	In63	Order	Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
integron	In636	Genus	Klebsiella
integron	In640	Genus	Escherichia;Salmonella
integron	In647	Order	Pseudomonadales
integron	In653	Family	Enterobacteriaceae;Morganellaceae
integron	In656	Genus	Klebsiella
integron	In657	Order	Enterobacterales;Pseudomonadales
integron	In66	Order	Moraxellales;Pseudomonadales
integron	In667	Order	Pseudomonadales
integron	In672	Genus	Escherichia;Klebsiella
integron	In673	Order	Enterobacterales;Pseudomonadales
integron	In674	Genus	Escherichia
integron	In682	Genus	Enterobacter
integron	In685	Order	Enterobacterales;Pseudomonadales
integron	In687	Genus	Escherichia;Klebsiella
integron	In689	Order	Enterobacterales;Pseudomonadales
integron	In69	Phylum	Actinobacteria;Proteobacteria
integron	In690	Order	Moraxellales
integron	In691	Order	Aeromonadales
integron	In692	Order	Pseudomonadales
integron	In695	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
integron	In697	Order	Pseudomonadales
integron	In701	Order	Enterobacterales;Pseudomonadales
integron	In702	Genus	Escherichia
integron	In704	Genus	Klebsiella
integron	In705	Genus	Klebsiella
integron	In710	Order	Enterobacterales;Pseudomonadales
integron	In713	Order	Pseudomonadales
integron	In714	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
integron	In723	Order	Enterobacterales;Pseudomonadales
integron	In727	Genus	Escherichia;Salmonella
integron	In73	Genus	Escherichia;Salmonella;Shigella
integron	In735	Order	Enterobacterales;Pseudomonadales
integron	In74	Class	Betaproteobacteria;Gammaproteobacteria
integron	In743	Order	Enterobacterales;Pseudomonadales
integron	In744	Genus	Escherichia
integron	In750	Genus	Escherichia
integron	In754	Genus	Escherichia;Klebsiella;Shigella
integron	In756	Order	Pseudomonadales
integron	In76	Order	Moraxellales
integron	In761	Order	Enterobacterales;Pseudomonadales
integron	In763	Genus	Citrobacter;Enterobacter;Klebsiella
integron	In771	Order	Aeromonadales;Enterobacterales;Pseudomonadales
integron	In775	Order	Moraxellales
integron	In776	Genus	Escherichia
integron	In784	Order	Moraxellales;Enterobacterales
integron	In785	Order	Moraxellales;Enterobacterales
integron	In786	Order	Pseudomonadales
integron	In790	Genus	Enterobacter;Escherichia;Salmonella
integron	In791	Order	Enterobacterales;Vibrionales
integron	In792	Genus	Citrobacter;Enterobacter;Klebsiella
integron	In793	Order	Moraxellales;Enterobacterales
integron	In798	Genus	Klebsiella
integron	In799	Genus	Klebsiella
integron	In803	Order	Pseudomonadales
integron	In804	Genus	Klebsiella
integron	In816	Order	Pseudomonadales
integron	In817	Genus	Enterobacter;Escherichia;Klebsiella
integron	In819	Order	Moraxellales
integron	In822	Genus	Klebsiella
integron	In824	Order	Moraxellales;Pseudomonadales
integron	In829	Order	Pseudomonadales
integron	In83	Order	Moraxellales;Enterobacterales;Pseudomonadales;Vibrionales
integron	In836	Order	Moraxellales;Aeromonadales;Enterobacterales
integron	In838	Order	Pseudomonadales
integron	In84	Genus	Klebsiella
integron	In841	Order	Aeromonadales
integron	In845	Order	Pseudomonadales
integron	In861	Order	Moraxellales;Enterobacterales;Pseudomonadales
integron	In865	Order	Pseudomonadales
integron	In868	Family	Enterobacteriaceae;Morganellaceae
integron	In874	Genus	Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
integron	In879	Phylum	Proteobacteria;Actinobacteria;Firmicutes
integron	In880	Genus	Enterobacter;Escherichia;Klebsiella;Salmonella
integron	In882	Class	Betaproteobacteria;Gammaproteobacteria
integron	In884	Genus	Escherichia;Klebsiella
integron	In889	Order	Moraxellales;Enterobacterales;Vibrionales
integron	In890	Order	Enterobacterales;Pseudomonadales
integron	In90	Order	Pseudomonadales
integron	In901	Order	Moraxellales;Enterobacterales;Pseudomonadales;Xanthomonadales;Vibrionales
integron	In909	Order	Enterobacterales;Pseudomonadales
integron	In916	Genus	Enterobacter;Escherichia;Klebsiella
integron	In942	Order	Pseudomonadales
integron	In97	Order	Enterobacterales;Pseudomonadales
integron	In984	Genus	Klebsiella
integron	In986	Family	Enterobacteriaceae;Morganellaceae
integron	In990	Order	Pseudomonadales
integron	In992	Order	Enterobacterales;Pseudomonadales
integron	In994	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales
integron	In995	Order	Enterobacterales;Pseudomonadales
plasmid	Col	Phylum	Proteobacteria;Firmicutes;Bacteroidetes;Actinobacteria
plasmid	Col156	Phylum	Proteobacteria;Bacteroidetes;Firmicutes
plasmid	Col3M	Phylum	Proteobacteria;Firmicutes
plasmid	Col440I	Phylum	Proteobacteria;Actinobacteria;Firmicutes;Bacteroidetes;Tenericutes;Fusobacteria;Bacillota
plasmid	Col440II	Phylum	Proteobacteria;Firmicutes;Actinobacteria
plasmid	Col8282	Phylum	Proteobacteria;Firmicutes
plasmid	ColE10	Phylum	Proteobacteria;Actinobacteria
plasmid	ColKP3	Phylum	Proteobacteria;Firmicutes;Actinobacteria
plasmid	ColRNAI	Phylum	Proteobacteria;Firmicutes;Bacteroidetes;Actinomycetota
plasmid	ColpVC	Phylum	Proteobacteria;Firmicutes;Actinobacteria
plasmid	FIA	Order	Moraxellales;Aeromonadales;Enterobacterales
plasmid	FII	Order	Enterobacterales;Pseudomonadales
plasmid	IncA/C	Order	Aeromonadales;Enterobacterales;Vibrionales
plasmid	IncA/C2	Order	Moraxellales;Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
plasmid	IncB/O/K/Z	Genus	Citrobacter;Cronobacter;Escherichia;Klebsiella;Salmonella;Shigella
plasmid	IncFIA	Phylum	Proteobacteria;Firmicutes
plasmid	IncFIB	Phylum	Proteobacteria;Firmicutes
plasmid	IncFIC	Order	Enterobacterales;Pseudomonadales
plasmid	IncFII	Phylum	Proteobacteria;Firmicutes
plasmid	IncHI1A	Family	Enterobacteriaceae;Morganellaceae
plasmid	IncHI1B	Family	Enterobacteriaceae;Morganellaceae
plasmid	IncHI2	Order	Moraxellales;Enterobacterales
plasmid	IncHI2A	Order	Moraxellales;Enterobacterales
plasmid	IncI	Genus	Escherichia;Klebsiella;Salmonella;Shigella
plasmid	IncI1	Phylum	Proteobacteria;Firmicutes
plasmid	IncI2	Genus	Citrobacter;Escherichia;Klebsiella;Salmonella;Shigella
plasmid	IncL/M	Order	Moraxellales;Enterobacterales;Pseudomonadales
plasmid	IncN	Order	Moraxellales;Enterobacterales;Pseudomonadales
plasmid	IncN2	Family	Enterobacteriaceae;Morganellaceae
plasmid	IncN3	Family	Enterobacteriaceae;Yersiniaceae
plasmid	IncP1	Class	Betaproteobacteria;Gammaproteobacteria
plasmid	IncP6	Order	Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
plasmid	IncQ1	Order	Moraxellales;Aeromonadales;Enterobacterales;Legionellales;Pseudomonadales;Vibrionales
plasmid	IncQ2	Order	Aeromonadales;Enterobacterales;Legionellales;Pseudomonadales
plasmid	IncR	Phylum	Proteobacteria;Firmicutes
plasmid	IncT	Family	Enterobacteriaceae;Morganellaceae
plasmid	IncU	Order	Aeromonadales;Enterobacterales;Pseudomonadales;Vibrionales
plasmid	IncW	Phylum	Proteobacteria;Actinobacteria
plasmid	IncX1	Phylum	Proteobacteria;Firmicutes
plasmid	IncX2	Genus	Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
plasmid	IncX3	Phylum	Firmicutes;Proteobacteria
plasmid	IncX4	Order	Moraxellales;Enterobacterales;Vibrionales
plasmid	IncX5	Family	Enterobacteriaceae;Yersiniaceae
plasmid	IncX6	Family	Enterobacteriaceae;Morganellaceae
plasmid	IncX7	Family	Enterobacteriaceae;Yersiniaceae
plasmid	IncX8	Family	Enterobacteriaceae;Morganellaceae
plasmid	IncX9	Genus	Escherichia;Klebsiella;Salmonella
plasmid	IncY	Order	Moraxellales;Enterobacterales
plasmid	Rep	Family	Enterobacteriaceae;Yersiniaceae
plasmid	RepA	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella
plasmid	p0111	Phylum	Proteobacteria;Firmicutes
plasmid	pADAP	Family	Yersiniaceae
plasmid	pEC4115	Genus	Escherichia;Salmonella;Shigella
plasmid	pENTAS02	Genus	Enterobacter;Klebsiella;Salmonella
plasmid	pESA2	Genus	Cronobacter;Escherichia;Klebsiella;Salmonella;Shigella
plasmid	pIP31758	Family	Yersiniaceae
plasmid	pIP32953	Family	Yersiniaceae
plasmid	pJARS36	Family	Enterobacteriaceae;Yersiniaceae
plasmid	pSL483	Phylum	Proteobacteria;Firmicutes
plasmid	pSM22	Family	Enterobacteriaceae;Yersiniaceae
plasmid	pXuzhou21	Genus	Citrobacter;Enterobacter;Escherichia;Klebsiella;Salmonella;Shigella
plasmid	pYE854	Family	Yersiniaceae
plasmid	rep1	Phylum	Firmicutes;Proteobacteria
plasmid	rep10	Phylum	Proteobacteria;Firmicutes;Chlamydiae
plasmid	rep10b	Phylum	Firmicutes
